table_fqn,catalog,schema,table_name,domain,column_name,column_fqn,data_type,data_type_display,is_key_candidate,description
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231205,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231205,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231206,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231206,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231207,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231207,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231208,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231208,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231209,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231209,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231210,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231210,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231211,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231211,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231212,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231212,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231213,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231213,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231214,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231214,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231215,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231215,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231216,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231216,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231217,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231217,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231218,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231218,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231219,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231219,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231220,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231220,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231221,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231221,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231222,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231222,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231223,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231223,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231224,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231224,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231225,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231225,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231226,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231226,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231227,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231227,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231228,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231228,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231229,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231229,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231230,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231230,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231231,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231231,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231232,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231232,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231233,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231233,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231234,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231234,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231235,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231235,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231236,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231236,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231237,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231237,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231238,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231238,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231239,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231239,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231240,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231240,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231241,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231241,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231242,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231242,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231243,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231243,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231244,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231244,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231245,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231245,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231246,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231246,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231247,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231247,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231248,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231248,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231249,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231249,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231250,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231250,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231251,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231251,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231252,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231252,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,c310231253,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.c310231253,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,country,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.country,VARCHAR,varchar,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,date_hour,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.date_hour,VARCHAR,varchar,True,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptrafficcs,Noisy Metadata,source,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptrafficcs.source,VARCHAR,varchar,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,start_time,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.start_time,BIGINT,bigint,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,record_interval,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.record_interval,BIGINT,bigint,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,object_type,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.object_type,VARCHAR,varchar,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,object_id,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.object_id,VARCHAR,varchar,True,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,objectid,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.objectid,VARCHAR,varchar,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,rncid,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.rncid,VARCHAR,varchar,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251431,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251431,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251432,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251432,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251433,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251433,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251434,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251434,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251435,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251435,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251436,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251436,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251437,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251437,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251438,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251438,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251439,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251439,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251440,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251440,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251441,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251441,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251442,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251442,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251443,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251443,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251444,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251444,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251445,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251445,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251446,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251446,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251447,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251447,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251448,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251448,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251449,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251449,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251450,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251450,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251451,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251451,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251452,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251452,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251453,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251453,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251454,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251454,FLOAT,double,False,
VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs,hive_geo_old,pm_counter,pv_zte_3g_r2cellcalldroptraffichs,Noisy Metadata,c310251455,VTNet Datalake Presto.hive_geo_old.pm_counter.pv_zte_3g_r2cellcalldroptraffichs.c310251455,FLOAT,double,False,
