network_experience_hourly_id,customer_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,response_count,positive_count,score,repeat_count
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-59,CUS0026,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,25.66,index,valid,synthetic_experience,39,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-60,CUS0026,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,79.98,index,valid,synthetic_experience,48,44,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-61,CUS0026,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,56.77,index,valid,synthetic_experience,27,22,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-62,CUS0026,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,39.98,index,valid,synthetic_experience,41,39,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-63,CUS0026,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,56.05,index,valid,synthetic_experience,13,9,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-64,CUS0026,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,24.41,index,valid,synthetic_experience,11,8,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-65,CUS0026,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,60.64,index,valid,synthetic_experience,12,11,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-66,CUS0026,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,83.75,index,valid,synthetic_experience,13,10,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-67,CUS0026,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,53.4,index,valid,synthetic_experience,50,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-68,CUS0026,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,43.33,index,valid,synthetic_experience,15,13,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-69,CUS0026,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,25.22,index,valid,synthetic_experience,50,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-70,CUS0026,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,50.61,index,valid,synthetic_experience,21,18,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-05-71,CUS0026,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,42.38,index,valid,synthetic_experience,46,41,4.5,0
