wifi_id,device_id,record_time,date_hour,ssid,band,channel,standard,signal_dbm,noise_dbm,client_count,tx_rate_mbps,rx_rate_mbps,retry_rate,province_code,duration,ne_id,created_date,wifi_name,wifi_max_bit_rate,wifi_channel,wifi_ssid,wifi_standard,wifi_regulatory_domain,wifi_total_bytes_sent,wifi_total_bytes_received,wifi_total_packets_sent,wifi_total_packets_received,wifi_total_associations,wifi_error_sent,wifi_error_received,wifi_total_psk_failures,wifi_total_integrity_failures,wifi_transmit_power,ip_address,connect_status,product_class,sw_version,hardware_version,manufacture
WIFI029053,CPE0030,2026-08-20 05:00:00,2026-08-20-05,SYNTH-029,5GHz,40,802.11ac,-63.18,-90,5,97.31,116.41,0.04,KHA,3600,NE0030,2026-08-20 05:00:00,SYNTH-029,97.31,40,SYNTH-029,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.29,connected,CPE,1.2.1,,ZTE
WIFI000054,CPE0001,2026-08-20 06:00:00,2026-08-20-06,SYNTH-000,5GHz,36,802.11ac,-58.44,-90,6,333.01,198.52,0.12,DBN,3600,NE0001,2026-08-20 06:00:00,SYNTH-000,333.01,36,SYNTH-000,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.0,connected,CPE,1.2.1,,ZTE
WIFI003054,CPE0004,2026-08-20 06:00:00,2026-08-20-06,SYNTH-003,5GHz,48,802.11ac,-60.49,-90,1,326.89,331.37,0.04,DBN,3600,NE0004,2026-08-20 06:00:00,SYNTH-003,326.89,48,SYNTH-003,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.3,connected,CPE,1.2.1,,ZTE
WIFI006054,CPE0007,2026-08-20 06:00:00,2026-08-20-06,SYNTH-006,5GHz,44,802.11ac,-55.73,-90,9,252.5,335.91,0.1,SLA,3600,NE0007,2026-08-20 06:00:00,SYNTH-006,252.5,44,SYNTH-006,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.6,connected,CPE,1.2.1,,ZTE
WIFI009054,CPE0010,2026-08-20 06:00:00,2026-08-20-06,SYNTH-009,5GHz,40,802.11ac,-51.03,-90,1,229.55,169.6,0.07,SLA,3600,NE0010,2026-08-20 06:00:00,SYNTH-009,229.55,40,SYNTH-009,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.9,connected,CPE,1.2.1,,ZTE
WIFI012054,CPE0013,2026-08-20 06:00:00,2026-08-20-06,SYNTH-012,5GHz,36,802.11ac,-62.07,-90,9,277.34,327.59,0.08,CMU,3600,NE0013,2026-08-20 06:00:00,SYNTH-012,277.34,36,SYNTH-012,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.12,connected,CPE,1.2.1,,ZTE
WIFI015054,CPE0016,2026-08-20 06:00:00,2026-08-20-06,SYNTH-015,5GHz,48,802.11ac,-64.24,-90,7,386.67,341.88,0.11,NBH,3600,NE0016,2026-08-20 06:00:00,SYNTH-015,386.67,48,SYNTH-015,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.15,connected,CPE,1.2.1,,ZTE
WIFI018054,CPE0019,2026-08-20 06:00:00,2026-08-20-06,SYNTH-018,5GHz,44,802.11ac,-62.29,-90,7,296.47,99.24,0.06,NBH,3600,NE0019,2026-08-20 06:00:00,SYNTH-018,296.47,44,SYNTH-018,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021054,CPE0022,2026-08-20 06:00:00,2026-08-20-06,SYNTH-021,5GHz,40,802.11ac,-48.73,-90,7,172.21,272.84,0.04,HCM,3600,NE0022,2026-08-20 06:00:00,SYNTH-021,172.21,40,SYNTH-021,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
WIFI024054,CPE0025,2026-08-20 06:00:00,2026-08-20-06,SYNTH-024,5GHz,36,802.11ac,-70.55,-90,9,175.02,233.03,0.04,HCM,3600,NE0025,2026-08-20 06:00:00,SYNTH-024,175.02,36,SYNTH-024,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.24,connected,CPE,1.2.1,,ZTE
WIFI027054,CPE0028,2026-08-20 06:00:00,2026-08-20-06,SYNTH-027,5GHz,48,802.11ac,-60.84,-90,6,302.99,206.01,0.02,KHA,3600,NE0028,2026-08-20 06:00:00,SYNTH-027,302.99,48,SYNTH-027,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.27,connected,CPE,1.2.1,,ZTE
WIFI001055,CPE0002,2026-08-20 07:00:00,2026-08-20-07,SYNTH-001,5GHz,40,802.11ac,-64.45,-90,4,313.43,296.59,0.03,DBN,3600,NE0002,2026-08-20 07:00:00,SYNTH-001,313.43,40,SYNTH-001,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.1,connected,CPE,1.2.1,,ZTE
WIFI004055,CPE0005,2026-08-20 07:00:00,2026-08-20-07,SYNTH-004,5GHz,36,802.11ac,-55.51,-90,8,304.38,164.1,0.06,DBN,3600,NE0005,2026-08-20 07:00:00,SYNTH-004,304.38,36,SYNTH-004,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.4,connected,CPE,1.2.1,,ZTE
WIFI007055,CPE0008,2026-08-20 07:00:00,2026-08-20-07,SYNTH-007,5GHz,48,802.11ac,-60.89,-90,2,360.23,352.55,0.11,SLA,3600,NE0008,2026-08-20 07:00:00,SYNTH-007,360.23,48,SYNTH-007,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.7,connected,CPE,1.2.1,,ZTE
WIFI010055,CPE0011,2026-08-20 07:00:00,2026-08-20-07,SYNTH-010,5GHz,44,802.11ac,-60.12,-90,6,282.75,278.47,0.09,CMU,3600,NE0011,2026-08-20 07:00:00,SYNTH-010,282.75,44,SYNTH-010,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.10,connected,CPE,1.2.1,,ZTE
WIFI013055,CPE0014,2026-08-20 07:00:00,2026-08-20-07,SYNTH-013,5GHz,40,802.11ac,-57.68,-90,4,145.01,107.68,0.07,CMU,3600,NE0014,2026-08-20 07:00:00,SYNTH-013,145.01,40,SYNTH-013,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.13,connected,CPE,1.2.1,,ZTE
WIFI016055,CPE0017,2026-08-20 07:00:00,2026-08-20-07,SYNTH-016,5GHz,36,802.11ac,-64.88,-90,4,88.36,107.55,0.05,NBH,3600,NE0017,2026-08-20 07:00:00,SYNTH-016,88.36,36,SYNTH-016,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.16,connected,CPE,1.2.1,,ZTE
WIFI019055,CPE0020,2026-08-20 07:00:00,2026-08-20-07,SYNTH-019,5GHz,48,802.11ac,-48.48,-90,5,268.11,145.82,0.09,NBH,3600,NE0020,2026-08-20 07:00:00,SYNTH-019,268.11,48,SYNTH-019,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.19,connected,CPE,1.2.1,,ZTE
WIFI022055,CPE0023,2026-08-20 07:00:00,2026-08-20-07,SYNTH-022,5GHz,44,802.11ac,-61.77,-90,4,337.21,242.79,0.04,HCM,3600,NE0023,2026-08-20 07:00:00,SYNTH-022,337.21,44,SYNTH-022,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.22,connected,CPE,1.2.1,,ZTE
WIFI025055,CPE0026,2026-08-20 07:00:00,2026-08-20-07,SYNTH-025,5GHz,40,802.11ac,-46.39,-90,4,383.19,253.64,0.07,KHA,3600,NE0026,2026-08-20 07:00:00,SYNTH-025,383.19,40,SYNTH-025,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.25,connected,CPE,1.2.1,,ZTE
WIFI028055,CPE0029,2026-08-20 07:00:00,2026-08-20-07,SYNTH-028,5GHz,36,802.11ac,-47.44,-90,3,379.45,139.71,0.12,KHA,3600,NE0029,2026-08-20 07:00:00,SYNTH-028,379.45,36,SYNTH-028,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.28,connected,CPE,1.2.1,,ZTE
WIFI002056,CPE0003,2026-08-20 08:00:00,2026-08-20-08,SYNTH-002,5GHz,44,802.11ac,-48.14,-90,8,229.5,207.01,0.12,DBN,3600,NE0003,2026-08-20 08:00:00,SYNTH-002,229.5,44,SYNTH-002,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.2,connected,CPE,1.2.1,,ZTE
WIFI005056,CPE0006,2026-08-20 08:00:00,2026-08-20-08,SYNTH-005,5GHz,40,802.11ac,-46.21,-90,2,181.99,273.31,0.05,SLA,3600,NE0006,2026-08-20 08:00:00,SYNTH-005,181.99,40,SYNTH-005,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.5,connected,CPE,1.2.1,,ZTE
WIFI008056,CPE0009,2026-08-20 08:00:00,2026-08-20-08,SYNTH-008,5GHz,36,802.11ac,-51.05,-90,8,122.72,220.95,0.05,SLA,3600,NE0009,2026-08-20 08:00:00,SYNTH-008,122.72,36,SYNTH-008,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.8,connected,CPE,1.2.1,,ZTE
WIFI011056,CPE0012,2026-08-20 08:00:00,2026-08-20-08,SYNTH-011,5GHz,48,802.11ac,-54.38,-90,7,304.93,150.44,0.04,CMU,3600,NE0012,2026-08-20 08:00:00,SYNTH-011,304.93,48,SYNTH-011,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.11,connected,CPE,1.2.1,,ZTE
WIFI014056,CPE0015,2026-08-20 08:00:00,2026-08-20-08,SYNTH-014,5GHz,44,802.11ac,-68.1,-90,5,382.14,80.46,0.12,CMU,3600,NE0015,2026-08-20 08:00:00,SYNTH-014,382.14,44,SYNTH-014,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.14,connected,CPE,1.2.1,,ZTE
WIFI017056,CPE0018,2026-08-20 08:00:00,2026-08-20-08,SYNTH-017,5GHz,40,802.11ac,-51.17,-90,1,120.44,167.52,0.03,NBH,3600,NE0018,2026-08-20 08:00:00,SYNTH-017,120.44,40,SYNTH-017,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.17,connected,CPE,1.2.1,,ZTE
WIFI020056,CPE0021,2026-08-20 08:00:00,2026-08-20-08,SYNTH-020,5GHz,36,802.11ac,-62.63,-90,7,216.81,147.04,0.06,HCM,3600,NE0021,2026-08-20 08:00:00,SYNTH-020,216.81,36,SYNTH-020,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.20,connected,CPE,1.2.1,,ZTE
WIFI023056,CPE0024,2026-08-20 08:00:00,2026-08-20-08,SYNTH-023,5GHz,48,802.11ac,-64.83,-90,4,375.75,388.86,0.06,HCM,3600,NE0024,2026-08-20 08:00:00,SYNTH-023,375.75,48,SYNTH-023,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.23,connected,CPE,1.2.1,,ZTE
WIFI026056,CPE0027,2026-08-20 08:00:00,2026-08-20-08,SYNTH-026,5GHz,44,802.11ac,-70.48,-90,3,377.48,240.23,0.01,KHA,3600,NE0027,2026-08-20 08:00:00,SYNTH-026,377.48,44,SYNTH-026,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.26,connected,CPE,1.2.1,,ZTE
WIFI029056,CPE0030,2026-08-20 08:00:00,2026-08-20-08,SYNTH-029,5GHz,40,802.11ac,-69.7,-90,1,373.01,310.71,0.08,KHA,3600,NE0030,2026-08-20 08:00:00,SYNTH-029,373.01,40,SYNTH-029,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.29,connected,CPE,1.2.1,,ZTE
WIFI000057,CPE0001,2026-08-20 09:00:00,2026-08-20-09,SYNTH-000,5GHz,36,802.11ac,-53.94,-90,3,398.4,239.79,0.08,DBN,3600,NE0001,2026-08-20 09:00:00,SYNTH-000,398.4,36,SYNTH-000,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.0,connected,CPE,1.2.1,,ZTE
WIFI003057,CPE0004,2026-08-20 09:00:00,2026-08-20-09,SYNTH-003,5GHz,48,802.11ac,-46.87,-90,9,106.08,383.22,0.05,DBN,3600,NE0004,2026-08-20 09:00:00,SYNTH-003,106.08,48,SYNTH-003,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.3,connected,CPE,1.2.1,,ZTE
WIFI006057,CPE0007,2026-08-20 09:00:00,2026-08-20-09,SYNTH-006,5GHz,44,802.11ac,-50.65,-90,3,90.89,135.11,0.03,SLA,3600,NE0007,2026-08-20 09:00:00,SYNTH-006,90.89,44,SYNTH-006,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.6,connected,CPE,1.2.1,,ZTE
WIFI009057,CPE0010,2026-08-20 09:00:00,2026-08-20-09,SYNTH-009,5GHz,40,802.11ac,-46.41,-90,5,225.59,202.58,0.02,SLA,3600,NE0010,2026-08-20 09:00:00,SYNTH-009,225.59,40,SYNTH-009,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.9,connected,CPE,1.2.1,,ZTE
WIFI012057,CPE0013,2026-08-20 09:00:00,2026-08-20-09,SYNTH-012,5GHz,36,802.11ac,-69.76,-90,3,186.57,247.55,0.06,CMU,3600,NE0013,2026-08-20 09:00:00,SYNTH-012,186.57,36,SYNTH-012,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.12,connected,CPE,1.2.1,,ZTE
WIFI015057,CPE0016,2026-08-20 09:00:00,2026-08-20-09,SYNTH-015,5GHz,48,802.11ac,-59.0,-90,8,317.19,258.8,0.04,NBH,3600,NE0016,2026-08-20 09:00:00,SYNTH-015,317.19,48,SYNTH-015,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.15,connected,CPE,1.2.1,,ZTE
WIFI018057,CPE0019,2026-08-20 09:00:00,2026-08-20-09,SYNTH-018,5GHz,44,802.11ac,-68.7,-90,4,169.43,251.79,0.07,NBH,3600,NE0019,2026-08-20 09:00:00,SYNTH-018,169.43,44,SYNTH-018,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021057,CPE0022,2026-08-20 09:00:00,2026-08-20-09,SYNTH-021,5GHz,40,802.11ac,-70.66,-90,4,177.42,232.45,0.02,HCM,3600,NE0022,2026-08-20 09:00:00,SYNTH-021,177.42,40,SYNTH-021,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
WIFI024057,CPE0025,2026-08-20 09:00:00,2026-08-20-09,SYNTH-024,5GHz,36,802.11ac,-50.99,-90,2,153.04,304.1,0.02,HCM,3600,NE0025,2026-08-20 09:00:00,SYNTH-024,153.04,36,SYNTH-024,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.24,connected,CPE,1.2.1,,ZTE
WIFI027057,CPE0028,2026-08-20 09:00:00,2026-08-20-09,SYNTH-027,5GHz,48,802.11ac,-67.66,-90,7,267.43,386.04,0.06,KHA,3600,NE0028,2026-08-20 09:00:00,SYNTH-027,267.43,48,SYNTH-027,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.27,connected,CPE,1.2.1,,ZTE
WIFI001058,CPE0002,2026-08-20 10:00:00,2026-08-20-10,SYNTH-001,5GHz,40,802.11ac,-55.38,-90,1,310.38,173.75,0.09,DBN,3600,NE0002,2026-08-20 10:00:00,SYNTH-001,310.38,40,SYNTH-001,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.1,connected,CPE,1.2.1,,ZTE
WIFI004058,CPE0005,2026-08-20 10:00:00,2026-08-20-10,SYNTH-004,5GHz,36,802.11ac,-45.06,-90,4,289.01,392.46,0.04,DBN,3600,NE0005,2026-08-20 10:00:00,SYNTH-004,289.01,36,SYNTH-004,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.4,connected,CPE,1.2.1,,ZTE
WIFI007058,CPE0008,2026-08-20 10:00:00,2026-08-20-10,SYNTH-007,5GHz,48,802.11ac,-50.67,-90,5,94.98,322.0,0.02,SLA,3600,NE0008,2026-08-20 10:00:00,SYNTH-007,94.98,48,SYNTH-007,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.7,connected,CPE,1.2.1,,ZTE
WIFI010058,CPE0011,2026-08-20 10:00:00,2026-08-20-10,SYNTH-010,5GHz,44,802.11ac,-58.08,-90,7,397.31,327.25,0.08,CMU,3600,NE0011,2026-08-20 10:00:00,SYNTH-010,397.31,44,SYNTH-010,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.10,connected,CPE,1.2.1,,ZTE
WIFI013058,CPE0014,2026-08-20 10:00:00,2026-08-20-10,SYNTH-013,5GHz,40,802.11ac,-57.67,-90,9,305.16,191.8,0.11,CMU,3600,NE0014,2026-08-20 10:00:00,SYNTH-013,305.16,40,SYNTH-013,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.13,connected,CPE,1.2.1,,ZTE
WIFI016058,CPE0017,2026-08-20 10:00:00,2026-08-20-10,SYNTH-016,5GHz,36,802.11ac,-56.84,-90,3,139.41,262.74,0.08,NBH,3600,NE0017,2026-08-20 10:00:00,SYNTH-016,139.41,36,SYNTH-016,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.16,connected,CPE,1.2.1,,ZTE
WIFI019058,CPE0020,2026-08-20 10:00:00,2026-08-20-10,SYNTH-019,5GHz,48,802.11ac,-54.14,-90,6,236.31,352.1,0.02,NBH,3600,NE0020,2026-08-20 10:00:00,SYNTH-019,236.31,48,SYNTH-019,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.19,connected,CPE,1.2.1,,ZTE
WIFI022058,CPE0023,2026-08-20 10:00:00,2026-08-20-10,SYNTH-022,5GHz,44,802.11ac,-46.47,-90,5,218.75,155.6,0.04,HCM,3600,NE0023,2026-08-20 10:00:00,SYNTH-022,218.75,44,SYNTH-022,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.22,connected,CPE,1.2.1,,ZTE
WIFI025058,CPE0026,2026-08-20 10:00:00,2026-08-20-10,SYNTH-025,5GHz,40,802.11ac,-55.03,-90,9,209.98,179.84,0.1,KHA,3600,NE0026,2026-08-20 10:00:00,SYNTH-025,209.98,40,SYNTH-025,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.25,connected,CPE,1.2.1,,ZTE
WIFI028058,CPE0029,2026-08-20 10:00:00,2026-08-20-10,SYNTH-028,5GHz,36,802.11ac,-70.81,-90,2,356.97,194.03,0.05,KHA,3600,NE0029,2026-08-20 10:00:00,SYNTH-028,356.97,36,SYNTH-028,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.28,connected,CPE,1.2.1,,ZTE
WIFI002059,CPE0003,2026-08-20 11:00:00,2026-08-20-11,SYNTH-002,5GHz,44,802.11ac,-59.42,-90,8,349.24,212.16,0.11,DBN,3600,NE0003,2026-08-20 11:00:00,SYNTH-002,349.24,44,SYNTH-002,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.2,connected,CPE,1.2.1,,ZTE
WIFI005059,CPE0006,2026-08-20 11:00:00,2026-08-20-11,SYNTH-005,5GHz,40,802.11ac,-46.86,-90,6,396.89,149.03,0.12,SLA,3600,NE0006,2026-08-20 11:00:00,SYNTH-005,396.89,40,SYNTH-005,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.5,connected,CPE,1.2.1,,ZTE
WIFI008059,CPE0009,2026-08-20 11:00:00,2026-08-20-11,SYNTH-008,5GHz,36,802.11ac,-51.42,-90,6,337.9,383.58,0.08,SLA,3600,NE0009,2026-08-20 11:00:00,SYNTH-008,337.9,36,SYNTH-008,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.8,connected,CPE,1.2.1,,ZTE
WIFI011059,CPE0012,2026-08-20 11:00:00,2026-08-20-11,SYNTH-011,5GHz,48,802.11ac,-49.36,-90,5,334.35,370.53,0.12,CMU,3600,NE0012,2026-08-20 11:00:00,SYNTH-011,334.35,48,SYNTH-011,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.11,connected,CPE,1.2.1,,ZTE
WIFI014059,CPE0015,2026-08-20 11:00:00,2026-08-20-11,SYNTH-014,5GHz,44,802.11ac,-58.37,-90,6,176.16,284.0,0.02,CMU,3600,NE0015,2026-08-20 11:00:00,SYNTH-014,176.16,44,SYNTH-014,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.14,connected,CPE,1.2.1,,ZTE
WIFI017059,CPE0018,2026-08-20 11:00:00,2026-08-20-11,SYNTH-017,5GHz,40,802.11ac,-66.58,-90,9,228.24,322.92,0.05,NBH,3600,NE0018,2026-08-20 11:00:00,SYNTH-017,228.24,40,SYNTH-017,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.17,connected,CPE,1.2.1,,ZTE
WIFI020059,CPE0021,2026-08-20 11:00:00,2026-08-20-11,SYNTH-020,5GHz,36,802.11ac,-45.16,-90,8,284.87,312.41,0.11,HCM,3600,NE0021,2026-08-20 11:00:00,SYNTH-020,284.87,36,SYNTH-020,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.20,connected,CPE,1.2.1,,ZTE
WIFI023059,CPE0024,2026-08-20 11:00:00,2026-08-20-11,SYNTH-023,5GHz,48,802.11ac,-57.65,-90,3,230.47,376.99,0.06,HCM,3600,NE0024,2026-08-20 11:00:00,SYNTH-023,230.47,48,SYNTH-023,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.23,connected,CPE,1.2.1,,ZTE
WIFI026059,CPE0027,2026-08-20 11:00:00,2026-08-20-11,SYNTH-026,5GHz,44,802.11ac,-50.12,-90,4,158.25,173.46,0.06,KHA,3600,NE0027,2026-08-20 11:00:00,SYNTH-026,158.25,44,SYNTH-026,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.26,connected,CPE,1.2.1,,ZTE
WIFI029059,CPE0030,2026-08-20 11:00:00,2026-08-20-11,SYNTH-029,5GHz,40,802.11ac,-59.75,-90,2,112.6,175.83,0.1,KHA,3600,NE0030,2026-08-20 11:00:00,SYNTH-029,112.6,40,SYNTH-029,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.29,connected,CPE,1.2.1,,ZTE
WIFI000060,CPE0001,2026-08-20 12:00:00,2026-08-20-12,SYNTH-000,5GHz,36,802.11ac,-50.37,-90,9,121.64,350.08,0.08,DBN,3600,NE0001,2026-08-20 12:00:00,SYNTH-000,121.64,36,SYNTH-000,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.0,connected,CPE,1.2.1,,ZTE
WIFI003060,CPE0004,2026-08-20 12:00:00,2026-08-20-12,SYNTH-003,5GHz,48,802.11ac,-50.29,-90,1,104.73,226.48,0.12,DBN,3600,NE0004,2026-08-20 12:00:00,SYNTH-003,104.73,48,SYNTH-003,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.3,connected,CPE,1.2.1,,ZTE
WIFI006060,CPE0007,2026-08-20 12:00:00,2026-08-20-12,SYNTH-006,5GHz,44,802.11ac,-70.33,-90,5,343.14,283.08,0.05,SLA,3600,NE0007,2026-08-20 12:00:00,SYNTH-006,343.14,44,SYNTH-006,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.6,connected,CPE,1.2.1,,ZTE
WIFI009060,CPE0010,2026-08-20 12:00:00,2026-08-20-12,SYNTH-009,5GHz,40,802.11ac,-56.52,-90,1,261.62,390.68,0.11,SLA,3600,NE0010,2026-08-20 12:00:00,SYNTH-009,261.62,40,SYNTH-009,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.9,connected,CPE,1.2.1,,ZTE
WIFI012060,CPE0013,2026-08-20 12:00:00,2026-08-20-12,SYNTH-012,5GHz,36,802.11ac,-48.11,-90,7,179.32,219.4,0.09,CMU,3600,NE0013,2026-08-20 12:00:00,SYNTH-012,179.32,36,SYNTH-012,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.12,connected,CPE,1.2.1,,ZTE
WIFI015060,CPE0016,2026-08-20 12:00:00,2026-08-20-12,SYNTH-015,5GHz,48,802.11ac,-71.08,-90,3,150.11,396.33,0.06,NBH,3600,NE0016,2026-08-20 12:00:00,SYNTH-015,150.11,48,SYNTH-015,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.15,connected,CPE,1.2.1,,ZTE
WIFI018060,CPE0019,2026-08-20 12:00:00,2026-08-20-12,SYNTH-018,5GHz,44,802.11ac,-70.36,-90,8,312.15,228.33,0.09,NBH,3600,NE0019,2026-08-20 12:00:00,SYNTH-018,312.15,44,SYNTH-018,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021060,CPE0022,2026-08-20 12:00:00,2026-08-20-12,SYNTH-021,5GHz,40,802.11ac,-67.3,-90,8,151.7,239.73,0.04,HCM,3600,NE0022,2026-08-20 12:00:00,SYNTH-021,151.7,40,SYNTH-021,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
WIFI024060,CPE0025,2026-08-20 12:00:00,2026-08-20-12,SYNTH-024,5GHz,36,802.11ac,-53.99,-90,5,397.37,296.92,0.05,HCM,3600,NE0025,2026-08-20 12:00:00,SYNTH-024,397.37,36,SYNTH-024,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.24,connected,CPE,1.2.1,,ZTE
WIFI027060,CPE0028,2026-08-20 12:00:00,2026-08-20-12,SYNTH-027,5GHz,48,802.11ac,-60.58,-90,1,286.23,193.9,0.11,KHA,3600,NE0028,2026-08-20 12:00:00,SYNTH-027,286.23,48,SYNTH-027,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.27,connected,CPE,1.2.1,,ZTE
WIFI001061,CPE0002,2026-08-20 13:00:00,2026-08-20-13,SYNTH-001,5GHz,40,802.11ac,-51.16,-90,3,390.79,341.38,0.1,DBN,3600,NE0002,2026-08-20 13:00:00,SYNTH-001,390.79,40,SYNTH-001,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.1,connected,CPE,1.2.1,,ZTE
WIFI004061,CPE0005,2026-08-20 13:00:00,2026-08-20-13,SYNTH-004,5GHz,36,802.11ac,-66.9,-90,2,101.05,301.54,0.02,DBN,3600,NE0005,2026-08-20 13:00:00,SYNTH-004,101.05,36,SYNTH-004,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.4,connected,CPE,1.2.1,,ZTE
