cell_traffic_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_TRAFFIC_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,42.83,index,valid,synthetic_ran_kpi,161,156,3.9,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,40.24,index,valid,synthetic_ran_kpi,209,201,6.0,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,63.48,index,valid,synthetic_ran_kpi,155,149,7.79,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,21.64,index,valid,synthetic_ran_kpi,252,245,6.09,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,64.94,index,valid,synthetic_ran_kpi,169,166,4.3,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,62.87,index,valid,synthetic_ran_kpi,173,165,7.23,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,17.38,index,valid,synthetic_ran_kpi,220,218,5.14,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,52.94,index,valid,synthetic_ran_kpi,80,77,7.23,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,80.53,index,valid,synthetic_ran_kpi,296,291,5.11,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,81.64,index,valid,synthetic_ran_kpi,113,109,3.26,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,77.35,index,valid,synthetic_ran_kpi,120,118,1.28,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,29.79,index,valid,synthetic_ran_kpi,182,178,4.73,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,54.91,index,valid,synthetic_ran_kpi,269,267,6.26,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,26.82,index,valid,synthetic_ran_kpi,210,208,2.86,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,74.51,index,valid,synthetic_ran_kpi,134,133,2.12,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,50.03,index,valid,synthetic_ran_kpi,175,172,6.68,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,82.69,index,valid,synthetic_ran_kpi,136,133,2.98,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,35.65,index,valid,synthetic_ran_kpi,145,137,3.31,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,58.76,index,valid,synthetic_ran_kpi,220,219,1.62,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,15.49,index,valid,synthetic_ran_kpi,226,225,2.24,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,19.66,index,valid,synthetic_ran_kpi,210,208,3.53,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,24.29,index,valid,synthetic_ran_kpi,138,134,4.87,99.9
