cell_packet_loss_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-44,CELL060101,KHA,KV2,active,2026-08-19-20,2026-08-19 20:00:00,26.2,index,valid,synthetic_ran_kpi,279,278,4.71,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-45,CELL060101,KHA,KV2,active,2026-08-19-21,2026-08-19 21:00:00,62.81,index,valid,synthetic_ran_kpi,210,203,4.58,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-46,CELL060101,KHA,KV2,active,2026-08-19-22,2026-08-19 22:00:00,28.16,index,valid,synthetic_ran_kpi,268,262,2.84,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,49.91,index,valid,synthetic_ran_kpi,211,205,5.46,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,67.14,index,valid,synthetic_ran_kpi,151,143,1.93,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,46.53,index,valid,synthetic_ran_kpi,189,186,3.68,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,34.69,index,valid,synthetic_ran_kpi,251,247,4.02,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,61.95,index,valid,synthetic_ran_kpi,164,156,4.03,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,84.23,index,valid,synthetic_ran_kpi,178,170,2.83,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,25.95,index,valid,synthetic_ran_kpi,243,239,5.95,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,70.71,index,valid,synthetic_ran_kpi,272,270,2.93,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,81.8,index,valid,synthetic_ran_kpi,163,159,7.0,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,50.73,index,valid,synthetic_ran_kpi,161,158,4.16,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,73.78,index,valid,synthetic_ran_kpi,94,92,4.86,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,59.36,index,valid,synthetic_ran_kpi,218,214,5.03,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,55.16,index,valid,synthetic_ran_kpi,105,97,7.91,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,43.61,index,valid,synthetic_ran_kpi,208,201,7.0,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,31.39,index,valid,synthetic_ran_kpi,168,162,5.69,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,17.66,index,valid,synthetic_ran_kpi,163,157,0.53,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,76.2,index,valid,synthetic_ran_kpi,229,228,4.43,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,36.24,index,valid,synthetic_ran_kpi,99,96,2.55,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,55.34,index,valid,synthetic_ran_kpi,259,254,2.25,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,28.51,index,valid,synthetic_ran_kpi,205,199,1.51,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,38.31,index,valid,synthetic_ran_kpi,248,244,1.69,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,45.83,index,valid,synthetic_ran_kpi,299,293,6.82,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,25.4,index,valid,synthetic_ran_kpi,282,276,1.9,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,46.86,index,valid,synthetic_ran_kpi,269,262,4.03,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,19.78,index,valid,synthetic_ran_kpi,207,205,0.7,99.9
