cell_mobility_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_MOBILITY_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,82.68,index,valid,synthetic_ran_kpi,118,112,2.25,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,46.62,index,valid,synthetic_ran_kpi,149,147,2.31,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,30.64,index,valid,synthetic_ran_kpi,122,119,7.58,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,48.28,index,valid,synthetic_ran_kpi,88,80,3.62,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,71.64,index,valid,synthetic_ran_kpi,162,155,6.53,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,57.87,index,valid,synthetic_ran_kpi,212,206,0.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,62.5,index,valid,synthetic_ran_kpi,143,136,5.04,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,48.63,index,valid,synthetic_ran_kpi,195,188,4.13,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,68.23,index,valid,synthetic_ran_kpi,109,101,5.45,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,60.38,index,valid,synthetic_ran_kpi,200,198,6.23,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,57.52,index,valid,synthetic_ran_kpi,206,203,5.38,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,40.73,index,valid,synthetic_ran_kpi,134,127,0.51,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,46.45,index,valid,synthetic_ran_kpi,258,250,5.26,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,18.52,index,valid,synthetic_ran_kpi,244,242,2.4,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,30.72,index,valid,synthetic_ran_kpi,130,126,1.45,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,78.89,index,valid,synthetic_ran_kpi,101,100,6.23,99.9
