cell_id,station_id,province_code,area_code,date_hour,utc_time_ms,availability_pct,dl_traffic_gb,ul_traffic_gb,dl_throughput_mbps,ul_throughput_mbps,rrc_attempt,rrc_success,ho_attempt,ho_success,prb_dl_util_pct,latency_ms,packet_loss_pct,active_users,kpi_quality_flag
CELL050201,ST0502,HCM,KV3,2026-08-18-23,1787068800000,99.88,1.86,0.44,33.48,5.28,125,119,24,24,30.94,26.55,0.15,31,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-00,1787072400000,99.75,1.14,0.27,20.52,3.24,128,123,58,55,18.57,21.84,0.13,140,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-01,1787076000000,99.53,1.06,0.27,19.08,3.24,72,70,64,64,23.76,20.39,0.17,41,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-02,1787079600000,99.73,1.35,0.45,24.3,5.4,156,155,51,49,14.27,20.5,0.09,45,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-03,1787083200000,99.9,1.14,0.28,20.52,3.36,208,203,85,82,20.57,16.03,0.13,33,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-04,1787086800000,99.47,1.4,0.53,25.2,6.36,200,198,23,19,17.82,25.32,0.19,81,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-05,1787090400000,99.92,0.75,0.17,13.5,2.04,139,137,80,78,15.98,14.56,0.02,147,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-06,1787094000000,99.45,1.14,0.37,20.52,4.44,193,188,41,41,11.43,21.66,0.03,93,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-07,1787097600000,99.26,1.38,0.52,24.84,6.24,218,213,81,81,27.88,29.67,0.15,119,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-08,1787101200000,99.26,2.59,0.97,46.62,11.64,151,146,33,32,33.36,23.83,0.02,102,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-09,1787104800000,99.23,1.93,0.43,34.74,5.16,214,210,67,66,30.69,15.17,0.1,111,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-10,1787108400000,99.78,2.2,0.77,39.6,9.24,101,96,27,23,29.51,17.7,0.09,117,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-11,1787112000000,99.52,2.42,0.59,43.56,7.08,109,103,24,20,34.78,27.31,0.09,101,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-12,1787115600000,99.9,1.97,0.73,35.46,8.76,152,148,33,31,36.85,25.96,0.14,54,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-13,1787119200000,99.79,1.43,0.43,25.74,5.16,96,91,60,57,41.79,28.53,0.06,69,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-14,1787122800000,99.44,1.69,0.46,30.42,5.52,99,97,53,50,35.98,23.82,0.17,158,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-15,1787126400000,99.97,2.11,0.65,37.98,7.8,171,168,22,19,32.02,27.02,0.17,133,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-16,1787130000000,99.63,1.49,0.41,26.82,4.92,185,181,62,61,33.45,17.11,0.14,140,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-17,1787133600000,99.96,1.33,0.41,23.94,4.92,130,128,67,64,32.98,15.37,0.18,64,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-18,1787137200000,99.65,3.99,1.44,71.82,17.28,144,141,60,58,55.78,14.67,0.17,57,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-19,1787140800000,99.82,3.25,1.03,58.5,12.36,70,65,49,47,55.09,28.03,0.03,81,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-20,1787144400000,99.22,3.97,1.02,71.46,12.24,189,188,66,65,49.64,21.34,0.03,93,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-21,1787148000000,99.7,2.86,0.68,51.48,8.16,148,143,29,26,52.52,14.87,0.11,136,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-22,1787151600000,99.55,2.11,0.65,37.98,7.8,205,203,27,24,54.0,29.26,0.15,115,normal
CELL050201,ST0502,HCM,KV3,2026-08-19-23,1787155200000,99.97,2.17,0.5,39.06,6.0,114,113,33,33,30.26,22.05,0.2,124,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-00,1787158800000,99.72,1.23,0.42,22.14,5.04,208,202,57,55,23.68,27.4,0.09,76,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-01,1787162400000,99.73,1.02,0.24,18.36,2.88,167,163,57,56,12.24,27.11,0.07,123,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-02,1787166000000,99.32,1.06,0.27,19.08,3.24,138,134,20,18,22.2,22.77,0.1,154,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-03,1787169600000,99.71,1.37,0.36,24.66,4.32,96,92,89,86,12.68,15.62,0.03,35,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-04,1787173200000,99.44,1.05,0.34,18.9,4.08,173,170,62,59,13.22,22.0,0.01,76,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-05,1787176800000,99.46,1.14,0.29,20.52,3.48,112,106,80,77,25.42,27.18,0.06,45,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-06,1787180400000,99.23,0.72,0.27,12.96,3.24,84,78,33,30,26.57,15.39,0.07,75,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-07,1787184000000,99.48,1.58,0.59,28.44,7.08,124,121,87,86,32.36,29.39,0.15,135,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-08,1787187600000,99.93,2.54,0.86,45.72,10.32,88,82,23,20,28.44,17.36,0.12,50,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-09,1787191200000,99.23,2.09,0.77,37.62,9.24,90,85,27,23,42.42,25.79,0.06,103,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-10,1787194800000,99.24,1.94,0.46,34.92,5.52,117,115,49,48,29.15,27.52,0.12,60,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-11,1787198400000,99.28,1.64,0.58,29.52,6.96,108,106,27,25,38.3,23.78,0.14,129,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-12,1787202000000,99.85,1.47,0.43,26.46,5.16,204,201,78,74,29.3,22.64,0.18,32,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-13,1787205600000,99.32,2.06,0.75,37.08,9.0,157,153,74,73,42.65,22.47,0.04,89,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-14,1787209200000,99.97,1.77,0.5,31.86,6.0,75,69,53,49,40.24,20.03,0.15,40,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-15,1787212800000,99.77,2.17,0.51,39.06,6.12,71,67,82,79,36.09,15.83,0.11,66,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-16,1787216400000,99.7,2.23,0.54,40.14,6.48,95,89,44,42,41.32,16.9,0.09,109,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-17,1787220000000,99.67,2.45,0.89,44.1,10.68,191,185,32,28,40.07,18.75,0.13,154,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-18,1787223600000,99.95,3.77,0.89,67.86,10.68,144,142,38,38,56.84,27.14,0.01,156,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-19,1787227200000,99.34,3.87,1.08,69.66,12.96,74,71,64,60,48.74,13.75,0.07,137,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-20,1787230800000,99.81,2.28,0.66,41.04,7.92,70,65,73,73,51.14,21.43,0.06,31,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-21,1787234400000,99.63,2.59,0.79,46.62,9.48,208,205,32,29,50.53,29.48,0.15,62,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-22,1787238000000,99.86,3.5,0.99,63.0,11.88,123,117,48,47,52.22,19.5,0.12,49,normal
CELL050201,ST0502,HCM,KV3,2026-08-20-23,1787241600000,99.41,1.51,0.42,27.18,5.04,103,100,29,25,38.6,18.86,0.01,93,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-00,1786986000000,99.82,1.37,0.5,24.66,6.0,102,100,71,68,14.74,16.6,0.14,76,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-01,1786989600000,99.96,1.19,0.38,21.42,4.56,188,183,87,87,15.6,17.25,0.03,152,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-02,1786993200000,99.8,0.77,0.19,13.86,2.28,112,107,75,73,11.25,20.9,0.11,121,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-03,1786996800000,99.65,1.35,0.49,24.3,5.88,122,117,72,72,18.25,25.15,0.12,66,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-04,1787000400000,99.42,1.35,0.5,24.3,6.0,220,218,21,21,12.05,17.48,0.05,86,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-05,1787004000000,99.45,1.08,0.32,19.44,3.84,166,163,38,37,21.52,16.62,0.11,132,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-06,1787007600000,99.24,0.98,0.3,17.64,3.6,201,197,38,37,21.39,25.19,0.07,72,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-07,1787011200000,99.75,1.72,0.49,30.96,5.88,123,120,88,85,36.78,21.36,0.16,76,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-08,1787014800000,99.64,1.73,0.52,31.14,6.24,207,203,40,39,32.39,19.02,0.2,65,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-09,1787018400000,99.58,1.58,0.44,28.44,5.28,138,137,30,27,40.02,18.27,0.17,93,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-10,1787022000000,99.4,1.47,0.46,26.46,5.52,99,95,32,29,36.36,13.8,0.04,122,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-11,1787025600000,99.45,1.31,0.34,23.58,4.08,192,189,73,73,28.02,15.71,0.11,83,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-12,1787029200000,99.47,2.0,0.75,36.0,9.0,81,76,49,48,33.92,14.32,0.1,101,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-13,1787032800000,99.77,2.52,0.81,45.36,9.72,147,145,49,47,40.03,23.08,0.08,72,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-14,1787036400000,99.73,1.63,0.51,29.34,6.12,218,213,82,81,40.17,14.42,0.03,109,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-15,1787040000000,99.29,2.17,0.52,39.06,6.24,196,190,70,67,28.02,15.28,0.08,70,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-16,1787043600000,99.93,2.18,0.54,39.24,6.48,76,75,54,51,42.58,20.78,0.17,123,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-17,1787047200000,99.39,2.17,0.8,39.06,9.6,89,85,47,45,42.41,12.77,0.01,56,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-18,1787050800000,99.23,3.64,0.85,65.52,10.2,148,144,87,86,48.73,24.53,0.14,118,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-19,1787054400000,99.22,2.33,0.7,41.94,8.4,85,84,90,88,52.83,17.06,0.12,59,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-20,1787058000000,99.21,3.18,1.15,57.24,13.8,204,203,72,68,47.77,18.66,0.11,137,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-21,1787061600000,99.22,3.15,0.96,56.7,11.52,91,89,74,72,56.07,22.96,0.04,147,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-22,1787065200000,99.73,2.84,0.79,51.12,9.48,217,215,39,38,58.89,17.24,0.04,150,normal
CELL050202,ST0502,HCM,KV3,2026-08-18-23,1787068800000,99.63,2.04,0.48,36.72,5.76,93,87,24,23,41.24,26.64,0.08,114,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-00,1787072400000,99.89,0.95,0.27,17.1,3.24,71,68,27,23,19.74,13.35,0.2,111,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-01,1787076000000,99.97,0.86,0.28,15.48,3.36,144,143,59,56,19.75,22.65,0.15,48,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-02,1787079600000,99.69,1.37,0.48,24.66,5.76,161,156,25,24,22.88,16.53,0.19,156,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-03,1787083200000,99.38,1.11,0.3,19.98,3.6,175,171,85,81,12.22,15.59,0.12,140,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-04,1787086800000,99.35,1.08,0.31,19.44,3.72,136,130,81,81,20.21,24.81,0.06,134,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-05,1787090400000,99.69,1.07,0.3,19.26,3.6,157,153,57,55,22.54,12.9,0.1,156,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-06,1787094000000,99.87,1.33,0.44,23.94,5.28,87,82,79,76,24.4,21.48,0.14,105,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-07,1787097600000,99.75,2.11,0.62,37.98,7.44,90,87,85,85,35.78,14.0,0.04,137,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-08,1787101200000,99.31,2.2,0.6,39.6,7.2,109,107,41,38,30.9,20.77,0.14,98,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-09,1787104800000,99.5,1.93,0.69,34.74,8.28,150,149,74,74,31.34,19.06,0.08,43,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-10,1787108400000,99.62,1.94,0.73,34.92,8.76,124,118,86,84,36.02,27.14,0.12,75,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-11,1787112000000,99.43,1.67,0.6,30.06,7.2,210,205,64,63,36.81,20.32,0.2,129,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-12,1787115600000,99.23,2.28,0.69,41.04,8.28,213,210,81,79,34.86,20.27,0.15,78,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-13,1787119200000,99.89,2.07,0.75,37.26,9.0,92,90,56,52,29.24,27.41,0.12,116,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-14,1787122800000,99.45,2.22,0.79,39.96,9.48,208,203,45,42,37.91,12.1,0.08,95,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-15,1787126400000,99.98,2.53,0.87,45.54,10.44,100,96,61,59,34.15,25.86,0.17,98,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-16,1787130000000,99.64,2.11,0.73,37.98,8.76,189,185,78,76,41.69,13.2,0.19,148,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-17,1787133600000,99.27,2.1,0.72,37.8,8.64,150,145,86,86,31.01,26.2,0.03,141,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-18,1787137200000,99.38,3.63,1.17,65.34,14.04,109,108,42,42,52.38,21.52,0.18,101,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-19,1787140800000,99.71,3.36,0.89,60.48,10.68,179,178,28,28,55.33,16.53,0.07,119,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-20,1787144400000,99.36,2.85,0.85,51.3,10.2,128,124,89,88,47.67,19.58,0.1,41,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-21,1787148000000,99.43,3.36,1.0,60.48,12.0,200,194,36,35,51.17,25.46,0.1,85,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-22,1787151600000,99.76,2.5,0.85,45.0,10.2,99,93,25,24,51.14,22.27,0.16,38,normal
CELL050202,ST0502,HCM,KV3,2026-08-19-23,1787155200000,99.2,1.84,0.52,33.12,6.24,74,69,32,28,40.05,19.53,0.16,70,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-00,1787158800000,99.83,1.03,0.3,18.54,3.6,81,79,56,53,22.88,21.31,0.03,138,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-01,1787162400000,99.9,1.05,0.35,18.9,4.2,99,98,74,70,14.21,16.71,0.05,120,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-02,1787166000000,99.42,0.74,0.26,13.32,3.12,86,83,42,39,22.23,22.47,0.07,43,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-03,1787169600000,99.89,1.4,0.47,25.2,5.64,101,98,71,71,26.53,28.95,0.1,127,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-04,1787173200000,99.22,0.82,0.26,14.76,3.12,154,151,63,61,23.49,19.37,0.07,141,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-05,1787176800000,99.48,1.41,0.35,25.38,4.2,114,113,37,33,16.93,27.82,0.03,82,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-06,1787180400000,99.45,1.37,0.43,24.66,5.16,215,210,64,62,21.69,29.06,0.17,41,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-07,1787184000000,99.46,1.78,0.5,32.04,6.0,130,129,21,21,41.15,21.7,0.04,40,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-08,1787187600000,99.75,1.43,0.32,25.74,3.84,190,188,45,41,37.89,25.42,0.14,35,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-09,1787191200000,99.7,2.24,0.52,40.32,6.24,160,155,30,27,32.95,20.95,0.07,69,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-10,1787194800000,99.79,2.35,0.58,42.3,6.96,81,75,82,79,35.75,16.61,0.05,44,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-11,1787198400000,99.59,1.31,0.41,23.58,4.92,132,127,48,48,35.76,19.16,0.06,109,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-12,1787202000000,99.57,1.86,0.69,33.48,8.28,131,126,65,61,34.28,26.92,0.1,85,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-13,1787205600000,99.68,1.31,0.29,23.58,3.48,199,197,85,83,30.39,23.47,0.05,92,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-14,1787209200000,99.38,1.83,0.45,32.94,5.4,203,200,22,22,32.65,25.04,0.16,139,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-15,1787212800000,99.45,2.47,0.76,44.46,9.12,141,135,70,70,40.97,21.19,0.12,138,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-16,1787216400000,99.36,2.07,0.74,37.26,8.88,159,157,40,38,34.11,28.84,0.09,149,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-17,1787220000000,99.78,1.43,0.38,25.74,4.56,142,138,25,22,35.62,15.74,0.19,94,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-18,1787223600000,99.46,3.09,1.12,55.62,13.44,107,103,27,23,54.83,22.81,0.07,104,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-19,1787227200000,99.61,3.79,1.09,68.22,13.08,195,190,50,48,54.35,18.89,0.18,150,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-20,1787230800000,99.59,3.73,0.87,67.14,10.44,189,187,28,26,53.58,21.92,0.17,72,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-21,1787234400000,99.69,2.12,0.55,38.16,6.6,109,106,61,61,59.46,15.75,0.05,78,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-22,1787238000000,99.62,2.28,0.65,41.04,7.8,184,178,88,85,58.78,22.23,0.12,109,normal
CELL050202,ST0502,HCM,KV3,2026-08-20-23,1787241600000,100.0,2.12,0.68,38.16,8.16,96,91,45,44,30.43,14.88,0.19,121,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-00,1786986000000,99.78,1.0,0.31,18.0,3.72,100,98,22,19,20.65,29.21,0.08,126,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-01,1786989600000,99.55,1.28,0.45,23.04,5.4,175,171,33,31,17.96,23.6,0.09,152,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-02,1786993200000,99.36,0.85,0.19,15.3,2.28,125,121,68,66,25.12,28.6,0.07,146,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-03,1786996800000,99.42,0.78,0.23,14.04,2.76,212,209,33,31,18.77,15.52,0.17,119,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-04,1787000400000,99.91,0.97,0.31,17.46,3.72,178,176,80,76,17.1,14.6,0.06,133,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-05,1787004000000,99.32,1.21,0.37,21.78,4.44,212,207,46,45,24.41,24.16,0.14,68,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-06,1787007600000,99.71,0.95,0.3,17.1,3.6,144,139,50,47,18.94,26.46,0.11,63,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-07,1787011200000,99.68,1.44,0.32,25.92,3.84,119,117,39,36,36.36,25.32,0.19,62,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-08,1787014800000,99.54,2.01,0.65,36.18,7.8,83,82,49,45,28.59,18.63,0.03,68,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-09,1787018400000,99.81,2.21,0.54,39.78,6.48,194,192,75,74,38.65,28.27,0.15,49,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-10,1787022000000,99.55,2.57,0.73,46.26,8.76,132,127,53,49,37.72,20.83,0.19,49,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-11,1787025600000,99.96,1.36,0.4,24.48,4.8,182,177,29,27,36.29,14.76,0.08,45,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-12,1787029200000,99.76,1.32,0.39,23.76,4.68,135,130,61,60,41.92,12.51,0.2,60,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-13,1787032800000,99.6,1.68,0.53,30.24,6.36,220,214,38,34,36.48,25.4,0.15,142,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-14,1787036400000,99.34,1.34,0.5,24.12,6.0,169,165,28,27,34.19,14.2,0.03,63,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-15,1787040000000,99.31,2.46,0.86,44.28,10.32,193,190,89,88,30.65,15.98,0.05,83,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-16,1787043600000,99.24,1.66,0.63,29.88,7.56,186,181,39,37,36.22,21.38,0.17,139,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-17,1787047200000,99.28,2.5,0.93,45.0,11.16,153,152,43,39,35.48,22.73,0.09,52,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-18,1787050800000,99.27,3.86,1.26,69.48,15.12,144,143,29,29,57.79,15.11,0.05,51,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-19,1787054400000,99.53,2.61,0.91,46.98,10.92,80,78,57,55,61.77,27.41,0.06,73,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-20,1787058000000,99.7,3.16,1.1,56.88,13.2,114,113,67,66,54.85,27.49,0.02,43,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-21,1787061600000,99.93,3.31,0.96,59.58,11.52,216,212,86,84,56.29,17.77,0.2,152,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-22,1787065200000,99.33,2.09,0.59,37.62,7.08,179,178,67,67,47.7,25.17,0.06,130,normal
CELL060101,ST0601,KHA,KV2,2026-08-18-23,1787068800000,99.43,1.8,0.54,32.4,6.48,87,81,28,24,29.79,28.01,0.11,33,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-00,1787072400000,99.71,1.03,0.26,18.54,3.12,76,74,76,74,24.69,20.33,0.04,80,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-01,1787076000000,99.4,1.25,0.28,22.5,3.36,107,103,32,31,16.32,12.2,0.18,51,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-02,1787079600000,99.34,1.11,0.41,19.98,4.92,70,68,25,24,23.0,23.46,0.17,96,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-03,1787083200000,99.59,1.06,0.3,19.08,3.6,119,113,36,34,23.35,29.8,0.1,72,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-04,1787086800000,99.98,0.75,0.2,13.5,2.4,130,125,47,47,26.97,17.41,0.19,94,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-05,1787090400000,99.27,1.1,0.39,19.8,4.68,84,80,81,78,14.28,22.85,0.17,68,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-06,1787094000000,99.83,0.74,0.23,13.32,2.76,92,89,36,36,22.57,27.33,0.14,112,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-07,1787097600000,99.21,2.17,0.66,39.06,7.92,196,195,90,88,30.27,23.17,0.15,36,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-08,1787101200000,99.6,1.46,0.35,26.28,4.2,159,156,41,40,29.44,26.75,0.07,78,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-09,1787104800000,99.65,2.55,0.96,45.9,11.52,152,147,37,34,42.67,16.69,0.11,85,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-10,1787108400000,99.5,2.23,0.59,40.14,7.08,88,84,88,85,36.05,17.31,0.14,144,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-11,1787112000000,99.72,2.56,0.8,46.08,9.6,116,111,80,79,35.93,29.71,0.09,140,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-12,1787115600000,99.76,2.56,0.71,46.08,8.52,217,215,46,45,33.46,13.49,0.07,44,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-13,1787119200000,99.68,2.59,0.86,46.62,10.32,70,67,25,22,38.29,21.71,0.05,91,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-14,1787122800000,99.95,2.13,0.73,38.34,8.76,84,78,34,31,27.78,18.65,0.08,159,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-15,1787126400000,99.41,2.02,0.52,36.36,6.24,218,215,79,77,31.74,15.31,0.15,125,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-16,1787130000000,99.96,1.34,0.43,24.12,5.16,120,118,84,83,29.73,26.72,0.11,45,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-17,1787133600000,99.3,2.45,0.7,44.1,8.4,74,73,26,22,31.34,16.15,0.2,127,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-18,1787137200000,99.86,3.78,1.08,68.04,12.96,123,119,35,33,52.69,26.75,0.14,125,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-19,1787140800000,99.34,2.72,0.81,48.96,9.72,123,119,67,67,60.99,15.21,0.19,80,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-20,1787144400000,99.66,3.49,0.8,62.82,9.6,82,76,76,74,55.3,18.14,0.15,66,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-21,1787148000000,99.45,2.57,0.84,46.26,10.08,214,211,64,61,50.2,18.88,0.13,156,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-22,1787151600000,99.26,2.44,0.62,43.92,7.44,140,137,66,65,54.14,21.72,0.1,130,normal
CELL060101,ST0601,KHA,KV2,2026-08-19-23,1787155200000,99.43,2.42,0.75,43.56,9.0,182,178,52,50,31.11,16.36,0.18,123,normal
CELL060101,ST0601,KHA,KV2,2026-08-20-00,1787158800000,99.69,1.38,0.36,24.84,4.32,165,160,49,45,23.75,29.82,0.18,39,normal
CELL060101,ST0601,KHA,KV2,2026-08-20-01,1787162400000,99.36,1.4,0.39,25.2,4.68,209,204,56,55,23.1,28.99,0.01,89,normal
CELL060101,ST0601,KHA,KV2,2026-08-20-02,1787166000000,99.96,0.93,0.32,16.74,3.84,71,69,31,27,19.03,19.72,0.08,116,normal
CELL060101,ST0601,KHA,KV2,2026-08-20-03,1787169600000,99.23,0.92,0.31,16.56,3.72,90,88,88,84,20.7,19.3,0.14,151,normal
CELL060101,ST0601,KHA,KV2,2026-08-20-04,1787173200000,99.31,1.24,0.37,22.32,4.44,207,205,50,48,23.47,16.32,0.17,118,normal
CELL060101,ST0601,KHA,KV2,2026-08-20-05,1787176800000,99.52,0.86,0.2,15.48,2.4,139,136,48,47,26.77,14.07,0.08,49,normal
