cell_throughput_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,35.43,index,valid,synthetic_ran_kpi,282,281,1.84,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,52.64,index,valid,synthetic_ran_kpi,118,111,5.46,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,50.96,index,valid,synthetic_ran_kpi,150,144,5.78,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,15.27,index,valid,synthetic_ran_kpi,182,178,3.37,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,35.17,index,valid,synthetic_ran_kpi,194,191,7.35,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,39.96,index,valid,synthetic_ran_kpi,134,130,7.64,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,75.84,index,valid,synthetic_ran_kpi,124,118,4.65,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,30.86,index,valid,synthetic_ran_kpi,198,195,3.96,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,58.83,index,valid,synthetic_ran_kpi,162,155,7.5,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,57.84,index,valid,synthetic_ran_kpi,236,234,3.07,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,16.61,index,valid,synthetic_ran_kpi,207,199,7.6,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,48.51,index,valid,synthetic_ran_kpi,293,292,1.06,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,84.28,index,valid,synthetic_ran_kpi,111,110,6.13,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,31.91,index,valid,synthetic_ran_kpi,182,176,2.68,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,57.76,index,valid,synthetic_ran_kpi,183,182,5.69,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,38.62,index,valid,synthetic_ran_kpi,151,145,1.4,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,63.68,index,valid,synthetic_ran_kpi,159,155,7.68,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,45.82,index,valid,synthetic_ran_kpi,111,110,0.91,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,16.87,index,valid,synthetic_ran_kpi,114,110,6.01,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,56.97,index,valid,synthetic_ran_kpi,97,93,3.9,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,35.5,index,valid,synthetic_ran_kpi,200,198,2.87,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,29.05,index,valid,synthetic_ran_kpi,115,109,6.99,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,18.56,index,valid,synthetic_ran_kpi,158,150,4.64,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,16.06,index,valid,synthetic_ran_kpi,262,260,6.73,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,67.83,index,valid,synthetic_ran_kpi,267,265,4.27,99.9
