cell_congestion_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_CONGESTION_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,62.42,index,valid,synthetic_ran_kpi,125,123,3.16,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,82.48,index,valid,synthetic_ran_kpi,280,277,1.57,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,68.61,index,valid,synthetic_ran_kpi,89,83,2.02,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,19.18,index,valid,synthetic_ran_kpi,297,295,5.29,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,69.75,index,valid,synthetic_ran_kpi,271,270,2.06,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,16.08,index,valid,synthetic_ran_kpi,117,110,3.38,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,59.5,index,valid,synthetic_ran_kpi,127,119,1.91,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,42.11,index,valid,synthetic_ran_kpi,264,257,3.06,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,47.64,index,valid,synthetic_ran_kpi,247,239,6.43,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,82.62,index,valid,synthetic_ran_kpi,85,78,4.32,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,61.87,index,valid,synthetic_ran_kpi,155,153,1.22,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,33.94,index,valid,synthetic_ran_kpi,88,85,1.53,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,25.22,index,valid,synthetic_ran_kpi,204,198,5.69,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,25.73,index,valid,synthetic_ran_kpi,144,137,5.38,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,18.64,index,valid,synthetic_ran_kpi,80,77,3.06,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,73.68,index,valid,synthetic_ran_kpi,200,197,2.6,99.9
