cell_handover_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_HANDOVER_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,82.26,index,valid,synthetic_ran_kpi,188,180,4.55,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,24.12,index,valid,synthetic_ran_kpi,95,89,3.87,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,41.46,index,valid,synthetic_ran_kpi,226,222,3.64,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,25.65,index,valid,synthetic_ran_kpi,161,155,6.12,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,78.91,index,valid,synthetic_ran_kpi,195,194,7.51,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,28.36,index,valid,synthetic_ran_kpi,125,121,2.91,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,54.36,index,valid,synthetic_ran_kpi,140,132,0.78,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,83.04,index,valid,synthetic_ran_kpi,91,85,1.22,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,25.59,index,valid,synthetic_ran_kpi,142,136,7.09,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,65.17,index,valid,synthetic_ran_kpi,238,234,0.85,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,33.64,index,valid,synthetic_ran_kpi,258,250,6.06,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,47.42,index,valid,synthetic_ran_kpi,177,172,3.88,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,22.46,index,valid,synthetic_ran_kpi,269,268,2.66,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,45.53,index,valid,synthetic_ran_kpi,94,90,5.57,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,34.77,index,valid,synthetic_ran_kpi,143,141,3.49,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,78.8,index,valid,synthetic_ran_kpi,199,194,4.87,99.9
