cell_modulation_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_MODULATION_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,52.65,index,valid,synthetic_ran_kpi,234,226,4.37,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,77.28,index,valid,synthetic_ran_kpi,282,275,7.13,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,38.08,index,valid,synthetic_ran_kpi,98,97,5.82,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,23.6,index,valid,synthetic_ran_kpi,226,223,4.35,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,28.21,index,valid,synthetic_ran_kpi,242,240,4.75,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,33.53,index,valid,synthetic_ran_kpi,219,213,4.66,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,47.14,index,valid,synthetic_ran_kpi,139,132,6.46,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,50.48,index,valid,synthetic_ran_kpi,273,268,0.65,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,33.19,index,valid,synthetic_ran_kpi,129,122,4.78,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,69.89,index,valid,synthetic_ran_kpi,227,220,1.78,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,78.12,index,valid,synthetic_ran_kpi,223,218,4.11,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,68.89,index,valid,synthetic_ran_kpi,224,220,4.12,99.9
RAN_KPI-CELL_MODULATION_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,76.46,index,valid,synthetic_ran_kpi,156,148,4.14,99.9
