cell_availability_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-47,CELL060101,KHA,KV2,active,2026-08-19-23,2026-08-19 23:00:00,36.2,index,valid,synthetic_ran_kpi,298,294,7.97,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-48,CELL060101,KHA,KV2,active,2026-08-20-00,2026-08-20 00:00:00,41.65,index,valid,synthetic_ran_kpi,246,245,7.95,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-49,CELL060101,KHA,KV2,active,2026-08-20-01,2026-08-20 01:00:00,64.55,index,valid,synthetic_ran_kpi,105,100,0.84,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-50,CELL060101,KHA,KV2,active,2026-08-20-02,2026-08-20 02:00:00,65.25,index,valid,synthetic_ran_kpi,236,231,6.2,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-51,CELL060101,KHA,KV2,active,2026-08-20-03,2026-08-20 03:00:00,35.38,index,valid,synthetic_ran_kpi,252,249,1.26,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-52,CELL060101,KHA,KV2,active,2026-08-20-04,2026-08-20 04:00:00,20.2,index,valid,synthetic_ran_kpi,227,221,0.86,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-53,CELL060101,KHA,KV2,active,2026-08-20-05,2026-08-20 05:00:00,19.57,index,valid,synthetic_ran_kpi,135,133,7.47,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-54,CELL060101,KHA,KV2,active,2026-08-20-06,2026-08-20 06:00:00,81.14,index,valid,synthetic_ran_kpi,93,85,7.78,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-55,CELL060101,KHA,KV2,active,2026-08-20-07,2026-08-20 07:00:00,84.46,index,valid,synthetic_ran_kpi,203,197,1.08,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-56,CELL060101,KHA,KV2,active,2026-08-20-08,2026-08-20 08:00:00,56.82,index,valid,synthetic_ran_kpi,112,110,0.93,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-57,CELL060101,KHA,KV2,active,2026-08-20-09,2026-08-20 09:00:00,35.97,index,valid,synthetic_ran_kpi,207,203,0.88,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-58,CELL060101,KHA,KV2,active,2026-08-20-10,2026-08-20 10:00:00,73.46,index,valid,synthetic_ran_kpi,126,122,1.11,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,46.8,index,valid,synthetic_ran_kpi,277,273,3.45,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,78.05,index,valid,synthetic_ran_kpi,124,116,1.65,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,36.06,index,valid,synthetic_ran_kpi,99,98,7.5,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,53.7,index,valid,synthetic_ran_kpi,203,198,2.01,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,30.86,index,valid,synthetic_ran_kpi,139,133,3.82,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,25.19,index,valid,synthetic_ran_kpi,264,261,3.85,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,20.9,index,valid,synthetic_ran_kpi,177,175,4.94,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,53.99,index,valid,synthetic_ran_kpi,216,211,5.36,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,38.37,index,valid,synthetic_ran_kpi,219,213,6.79,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,61.29,index,valid,synthetic_ran_kpi,114,111,7.65,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,68.67,index,valid,synthetic_ran_kpi,162,159,4.1,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,58.61,index,valid,synthetic_ran_kpi,219,214,5.23,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,54.46,index,valid,synthetic_ran_kpi,238,234,5.99,99.9
