cell_retention_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_RETENTION_HOURLY-05-59,CELL060101,KHA,KV2,active,2026-08-20-11,2026-08-20 11:00:00,30.32,index,valid,synthetic_ran_kpi,180,172,2.9,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-60,CELL060101,KHA,KV2,active,2026-08-20-12,2026-08-20 12:00:00,16.53,index,valid,synthetic_ran_kpi,263,255,5.56,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-61,CELL060101,KHA,KV2,active,2026-08-20-13,2026-08-20 13:00:00,38.52,index,valid,synthetic_ran_kpi,155,153,1.61,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-62,CELL060101,KHA,KV2,active,2026-08-20-14,2026-08-20 14:00:00,65.98,index,valid,synthetic_ran_kpi,149,146,5.39,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-63,CELL060101,KHA,KV2,active,2026-08-20-15,2026-08-20 15:00:00,69.54,index,valid,synthetic_ran_kpi,189,187,6.43,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-64,CELL060101,KHA,KV2,active,2026-08-20-16,2026-08-20 16:00:00,54.51,index,valid,synthetic_ran_kpi,196,190,4.88,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-65,CELL060101,KHA,KV2,active,2026-08-20-17,2026-08-20 17:00:00,57.8,index,valid,synthetic_ran_kpi,193,190,6.38,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-66,CELL060101,KHA,KV2,active,2026-08-20-18,2026-08-20 18:00:00,37.92,index,valid,synthetic_ran_kpi,213,211,7.15,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-67,CELL060101,KHA,KV2,active,2026-08-20-19,2026-08-20 19:00:00,33.52,index,valid,synthetic_ran_kpi,212,205,2.84,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-68,CELL060101,KHA,KV2,active,2026-08-20-20,2026-08-20 20:00:00,45.28,index,valid,synthetic_ran_kpi,250,247,3.41,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-69,CELL060101,KHA,KV2,active,2026-08-20-21,2026-08-20 21:00:00,64.93,index,valid,synthetic_ran_kpi,271,264,6.85,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-70,CELL060101,KHA,KV2,active,2026-08-20-22,2026-08-20 22:00:00,24.32,index,valid,synthetic_ran_kpi,216,208,6.36,99.9
RAN_KPI-CELL_RETENTION_HOURLY-05-71,CELL060101,KHA,KV2,active,2026-08-20-23,2026-08-20 23:00:00,50.01,index,valid,synthetic_ran_kpi,176,172,5.34,99.9
