link_id,from_station_id,to_station_id,province_code,date_hour,capacity_mbps,utilization_pct,latency_ms,packet_loss_pct,availability_pct,link_type,vendor,status
LINK12,ST0602,ST0101,KHA,2026-08-20-13,1000,62.72,6.08,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-14,1000,29.76,4.01,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-14,1000,59.65,4.38,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-14,1000,46.63,4.4,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-14,1000,60.69,5.53,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-14,1000,26.07,5.04,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-14,1000,62.75,2.14,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-14,1000,29.96,5.03,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-14,1000,42.93,8.25,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-14,1000,43.73,2.47,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-14,1000,53.68,3.83,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-14,1000,41.66,3.83,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-14,1000,41.79,4.61,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-15,1000,58.16,4.25,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-15,1000,29.43,8.26,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-15,1000,60.34,6.63,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-15,1000,49.05,5.0,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-15,1000,42.24,4.65,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-15,1000,63.34,2.89,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-15,1000,37.89,9.76,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-15,1000,48.47,4.07,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-15,1000,54.4,8.33,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-15,1000,61.73,3.79,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-15,1000,57.77,4.53,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-15,1000,58.35,6.41,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-16,1000,33.4,9.03,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-16,1000,37.04,9.53,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-16,1000,45.67,8.4,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-16,1000,34.2,3.53,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-16,1000,60.54,7.51,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-16,1000,48.91,9.31,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-16,1000,48.91,3.46,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-16,1000,44.73,9.06,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-16,1000,40.04,5.47,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-16,1000,52.62,8.08,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-16,1000,58.23,6.2,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-16,1000,61.62,4.8,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-17,1000,52.31,2.87,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-17,1000,47.22,5.52,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-17,1000,54.46,3.02,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-17,1000,56.81,3.39,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-17,1000,42.43,6.66,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-17,1000,43.89,3.74,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-17,1000,54.15,2.56,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-17,1000,54.1,4.0,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-17,1000,45.35,8.35,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-17,1000,41.76,8.07,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-17,1000,35.12,4.37,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-17,1000,63.12,5.62,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-18,1000,34.62,5.41,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-18,1000,32.41,6.68,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-18,1000,60.07,8.92,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-18,1000,55.49,6.63,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-18,1000,25.76,7.56,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-18,1000,48.8,5.33,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-18,1000,55.78,9.27,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-18,1000,27.08,2.59,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-18,1000,41.28,2.04,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-18,1000,35.56,7.83,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-18,1000,55.39,5.34,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-18,1000,60.41,8.53,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-19,1000,39.9,5.4,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-19,1000,48.21,2.76,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-19,1000,57.98,2.72,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-19,1000,35.06,3.21,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-19,1000,25.6,4.8,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-19,1000,37.4,4.95,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-19,1000,37.1,2.25,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-19,1000,50.79,8.51,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-19,1000,56.18,9.12,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-19,1000,39.47,9.2,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-19,1000,46.17,8.79,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-19,1000,29.35,5.79,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-20,1000,55.72,4.25,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-20,1000,64.84,8.34,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-20,1000,49.63,3.01,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-20,1000,43.49,7.88,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-20,1000,38.59,8.72,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-20,1000,58.23,2.79,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-20,1000,45.57,5.96,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-20,1000,63.21,4.88,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-20,1000,43.01,8.82,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-20,1000,61.18,9.39,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-20,1000,63.68,2.54,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-20,1000,58.01,5.69,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-21,1000,34.83,6.18,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-21,1000,61.69,9.35,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-21,1000,42.66,8.22,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-21,1000,43.74,9.53,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-21,1000,45.69,9.29,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-21,1000,38.5,8.04,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-21,1000,53.39,7.8,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-21,1000,52.3,8.3,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-21,1000,46.47,3.23,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-21,1000,44.36,5.15,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-21,1000,29.71,5.88,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-21,1000,28.7,2.45,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-22,1000,32.46,4.12,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-22,1000,33.03,3.91,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-22,1000,49.68,7.36,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-22,1000,25.99,9.86,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-22,1000,39.62,6.52,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-22,1000,53.68,5.34,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-22,1000,54.39,9.9,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-22,1000,49.22,5.22,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-22,1000,27.42,7.8,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-22,1000,61.49,9.03,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-22,1000,30.48,3.43,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-22,1000,44.15,4.5,0.05,99.9,fiber,zte,up
LINK01,ST0101,ST0102,DBN,2026-08-20-23,1000,53.69,6.84,0.05,99.9,fiber,zte,up
LINK02,ST0102,ST0201,DBN,2026-08-20-23,1000,56.19,8.72,0.05,99.9,fiber,zte,up
LINK03,ST0201,ST0202,SLA,2026-08-20-23,1000,39.09,2.32,0.05,99.9,fiber,zte,up
LINK04,ST0202,ST0301,SLA,2026-08-20-23,1000,41.0,7.95,0.05,99.9,fiber,zte,up
LINK05,ST0301,ST0302,CMU,2026-08-20-23,1000,39.5,8.15,0.05,99.9,fiber,zte,up
LINK06,ST0302,ST0401,CMU,2026-08-20-23,1000,56.74,7.97,0.05,99.9,fiber,zte,up
LINK07,ST0401,ST0402,NBH,2026-08-20-23,1000,59.05,7.81,0.05,99.9,fiber,zte,up
LINK08,ST0402,ST0501,NBH,2026-08-20-23,1000,50.99,3.53,0.05,99.9,fiber,zte,up
LINK09,ST0501,ST0502,HCM,2026-08-20-23,1000,56.2,3.42,0.05,99.9,fiber,zte,up
LINK10,ST0502,ST0601,HCM,2026-08-20-23,1000,28.35,4.17,0.05,99.9,fiber,zte,up
LINK11,ST0601,ST0602,KHA,2026-08-20-23,1000,61.21,3.54,0.05,99.9,fiber,zte,up
LINK12,ST0602,ST0101,KHA,2026-08-20-23,1000,60.81,8.0,0.05,99.9,fiber,zte,up
